0	204, 218, 213, 220, 207
1	419, 428, 406, 429, 401, 454, 418, 524, 529, 400, 475, 452, 467, 507, 523, 476, 461, 495, 517, 450, 528, 527, 455, 511, 522, 521, 453, 416, 519, 478, 417, 407, 426, 518, 494, 490, 486, 412, 399, 516, 409, 515, 460, 415, 423, 404, 410, 414, 520, 427, 422, 421, 508, 464, 402, 425, 470, 424, 413, 403, 411, 473, 420, 408, 513, 397, 396, 395, 398
2	74, 75, 85, 78, 82, 72, 84, 76, 86, 73, 88
3	93, 98, 100, 102, 94, 97, 107
4	5, 9, 8, 10, 6
5	171, 177, 166, 164, 178, 161, 172, 180, 175
6	137, 149
7	147, 150, 131, 152, 153, 146, 157, 158, 144, 156
8	162, 181, 174, 183, 184, 186, 188, 187
9	170, 189, 179
10	229, 245, 256, 248, 250, 227, 228, 255, 242, 237, 231, 244, 234, 225, 251, 226, 246, 230, 257, 239, 240, 252, 249, 232, 233, 222, 254, 258, 243
11	235, 238
12	315, 319, 356
13	267, 268, 265, 302, 261, 266
14	51, 54, 55, 53, 52, 49, 134, 43, 45, 142, 44, 50
15	18, 20, 14
16	41, 42, 155
17	59, 70, 62, 64, 56, 63, 68, 71
18	305, 325, 312, 378, 310, 372, 383, 373, 394, 361, 304, 390, 385, 377, 322, 366, 350, 329, 363, 352, 316, 362, 359, 341, 318, 326, 354, 381, 311, 306, 392, 364, 323, 317, 327, 307, 328, 309, 313, 321, 314, 324
19	127, 129, 114, 126
20	132, 133, 135
21	21, 23
22	138, 151, 148
23	2, 7, 1
24	115, 130, 223
25	200, 219
26	221, 247, 241, 253
27	81, 87
28	113, 128
29	216, 217
30	110, 112
31	160, 169, 185
32	11
33	27
34	46
35	47
36	48
37	57
38	60
39	89
40	90
41	91
42	95
43	105
44	106
45	108
46	111
47	121
48	122
49	136
50	139
51	140
52	141
53	143
54	145
55	154
56	159
57	163
58	165
59	167
60	168
61	173
62	176
63	182
64	201
65	208
66	224
67	236
68	262
69	263
70	303
71	308
72	405
