0	419, 529, 422, 460, 508, 486, 427, 399, 473, 428, 421, 513, 398
1	205, 218, 196, 194, 203, 193, 211, 210, 198, 220, 200, 201, 190, 216
2	29, 39, 35, 27, 38
3	41, 42
4	151, 158, 142, 155
5	43, 45, 44, 50, 51, 55, 40, 53, 54, 52, 49
6	267, 268, 265, 302, 261, 266
7	122, 126, 118, 129, 114
8	235, 253, 238
9	306, 309, 315, 319, 383, 394, 333, 392, 353, 355, 378, 362, 359, 388, 366, 350, 363, 358, 377, 364, 318, 304, 352, 354, 341, 316, 311, 312, 310, 305, 317, 307, 313, 314
10	59, 70, 62, 69, 56, 63, 68, 71, 64
11	207, 213
12	7, 10
13	97, 107, 95, 91
14	161, 172, 180
15	113, 128, 115, 130, 223
16	11, 23, 22, 14
17	160, 169, 185
18	110, 112
19	178, 189
20	46
21	47
22	48
23	57
24	60
25	89
26	105
27	106
28	108
29	111
30	121
31	145
32	159
33	163
34	165
35	167
36	168
37	176
38	208
39	219
40	224
41	262
42	263
43	303
44	308
45	356
