0	388, 394, 354, 377, 319, 341
1	430, 529, 428, 484, 454, 507, 519, 520, 476, 395, 481, 442, 521, 475, 419, 479, 486, 473, 396, 513
2	188, 189, 167, 165, 187, 173, 183, 161, 159, 178, 172, 182, 175
3	138, 158, 136, 148, 132, 139, 154, 155, 142, 47
4	207, 213
5	20, 22, 23, 14
6	44, 49, 45, 50, 55, 52
7	89, 91, 97, 99, 102, 104, 96, 103, 107, 95
8	238, 253, 244, 258, 236, 240, 224, 252
9	200, 220, 201, 190
10	168, 180
11	7
12	48
13	60
14	105
15	106
16	108
17	121
18	122
19	145
20	176
21	208
22	219
23	262
24	356
