0	131, 150, 147, 152, 153, 157, 158, 146, 144, 156
1	315, 319, 356
2	401, 418, 454, 464, 508, 419, 428, 434, 453, 406, 429, 404, 410, 407, 452, 417, 524, 504, 493, 495, 512, 526, 450, 472, 484, 466, 516, 409, 467, 416, 490, 519, 507, 461, 525, 523, 492, 527, 528, 515, 460, 455, 511, 399, 423, 414, 522, 488, 415, 518, 520, 502, 431, 529, 421, 433, 521, 426, 476, 478, 435, 413, 430, 425, 424, 503, 412, 470, 402, 403, 411, 486, 432, 427, 471, 422, 436, 397, 437, 408, 420, 439, 396, 473, 513, 398, 438, 395
3	164, 177, 171, 166, 178, 175, 161, 172, 180
4	193, 211, 209, 217, 196, 215, 210, 198, 203, 190, 205, 216
5	63, 68, 56, 59, 70, 61, 66, 58, 67, 65, 62, 69, 64, 71
6	18, 20, 14
7	267, 268, 302, 261, 266
8	74, 75, 85, 78, 82, 76, 86, 72, 84, 73, 88
9	170, 189, 179
10	117, 123, 127, 118, 114, 129, 126
11	100, 102, 93, 98, 94, 97, 96, 103, 92, 104, 101, 99, 107
12	229, 256, 245, 249, 234, 237, 242, 250, 248, 231, 244, 227, 228, 255, 232, 225, 251, 226, 230, 239, 246, 257, 222, 254, 258, 252, 240, 233, 243
13	40, 54, 51, 55, 53, 52, 49, 43, 45, 44, 142, 50, 134
14	204, 218, 213, 220, 207
15	162, 181, 183, 184, 186, 188, 174, 187
16	41, 42, 155
17	29, 39
18	137, 149
19	235, 238
20	81, 87
21	113, 128
22	221, 241, 247, 253
23	35, 38
24	307, 338, 341, 359, 352, 312, 378, 311, 383, 372, 310, 329, 384, 306, 309, 385, 394, 326, 353, 337, 304, 335, 358, 334, 336, 330, 322, 350, 316, 363, 323, 332, 318, 367, 364, 354, 317, 327, 328, 331, 321, 313, 305, 325, 314, 362, 390, 333, 392, 324
25	138, 148, 151
26	2, 7, 1
27	21, 23
28	115, 130, 223
29	132, 133, 135
30	200, 219
31	110, 112
32	160, 185, 169
33	6
34	11
35	27
36	46
37	47
38	48
39	57
40	60
41	89
42	90
43	91
44	95
45	105
46	106
47	108
48	111
49	121
50	122
51	136
52	139
53	140
54	141
55	143
56	145
57	154
58	159
59	163
60	165
61	167
62	168
63	173
64	176
65	182
66	201
67	208
68	224
69	236
70	262
71	263
72	303
73	308
74	405
75	494
