0	12, 30, 26
1	25, 33, 23
2	170, 192
3	230, 236, 223, 238
4	1, 5, 39
5	180, 186
6	156, 157
7	119, 130, 136
8	2, 18
9	50, 53
10	173, 194, 177
11	68, 88
12	41, 48
13	153, 169, 164
14	67, 82
15	76, 83
16	64, 87
17	172, 175, 176, 188
18	103, 104, 96
19	204, 205, 200
20	131, 135, 126
21	8, 32, 16
22	214, 233, 224
23	116, 133
24	232, 239, 229
25	152, 165, 162
26	250, 264, 243, 267
27	115, 146
28	254, 265
29	71, 75
30	11, 36
31	215, 217
32	118, 148
33	98, 112, 110
34	226, 235, 221
35	187, 191, 179
36	42, 45, 56
37	174, 182
38	196, 206
39	15, 38
40	181, 195
41	124, 138
42	66, 80
43	97, 101, 108
44	256, 258
45	4, 37
46	132, 142
47	14, 34, 7
48	178, 190, 171
49	219, 227, 220
50	253, 257, 241, 261
51	240, 262, 255
52	47, 58
53	54, 63
54	245, 249
55	161, 163
56	213, 216, 228, 231
57	94, 105
58	139, 145
59	92, 107
60	90, 114
61	154, 160
62	52, 55
63	244, 263
64	43, 61
65	46, 60
66	10, 28
67	13, 19
68	151, 159
69	248, 266
70	234, 237
71	122, 127
72	3
73	6
74	9
75	17
76	20
77	21
78	22
79	24
80	27
81	29
82	31
83	35
84	40
85	44
86	49
87	51
88	57
89	59
90	62
91	65
92	69
93	70
94	72
95	73
96	74
97	77
98	78
99	79
100	81
101	84
102	85
103	86
104	89
105	91
106	93
107	95
108	99
109	100
110	102
111	106
112	109
113	111
114	113
115	117
116	120
117	121
118	123
119	125
120	128
121	129
122	134
123	137
124	140
125	141
126	143
127	144
128	147
129	149
130	150
131	155
132	158
133	166
134	167
135	168
136	183
137	184
138	185
139	189
140	193
141	197
142	198
143	199
144	201
145	202
146	203
147	207
148	208
149	209
150	210
151	211
152	212
153	218
154	222
155	225
156	242
157	246
158	247
159	251
160	252
161	259
162	260
