0	93, 111
1	153, 169, 164
2	8, 16, 21, 32
3	53, 58, 50, 47
4	162, 165, 152
5	15, 17, 38, 37, 4
6	137, 139, 145
7	71, 75, 74, 84
8	51, 54, 49, 63
9	26, 30, 12
10	98, 110, 112, 113
11	131, 135, 147, 126
12	204, 205, 202, 200
13	6, 9, 19, 13
14	78, 86, 65
15	215, 217, 212
16	253, 261, 257, 241
17	52, 60, 46, 55
18	250, 264, 243, 267
19	172, 175, 176, 188
20	67, 77, 82
21	73, 80, 66
22	64, 87, 83, 76
23	31, 34, 7, 14
24	208, 209, 197
25	223, 230, 238, 236
26	116, 133, 128
27	122, 123, 127
28	173, 194, 177
29	91, 105, 94
30	18, 35, 2
31	1, 5, 39, 3
32	158, 163, 161
33	170, 184, 192
34	69, 85
35	81, 88, 68
36	185, 191, 187, 179
37	115, 146, 121
38	232, 239, 229
39	72, 79, 70
40	151, 166, 159
41	242, 259, 260, 251
42	59, 61, 43
43	25, 33, 23
44	203, 207
45	252, 254, 265
46	20, 27, 24
47	96, 103, 104
48	41, 48, 44
49	211, 218, 222
50	119, 130, 136
51	156, 157, 168
52	99, 102
53	214, 224, 233
54	11, 36, 29
55	180, 186, 183
56	196, 199, 206
57	109, 114, 90
58	95, 100
59	219, 220, 227
60	216, 228, 213, 231
61	155, 167
62	10, 22, 28
63	118, 148, 149
64	97, 108, 101, 89
65	117, 134
66	178, 190, 171
67	255, 262, 240
68	124, 138
69	42, 45, 40, 56
70	174, 182, 189
71	247, 256, 246, 258
72	132, 142, 125
73	181, 195, 193
74	129, 144
75	248, 249, 245, 266
76	226, 235, 225, 221
77	154, 160, 150
78	92, 107, 106
79	201, 210, 198
80	140, 143
81	57, 62
82	120, 141
83	244, 263
84	234, 237
