0	1, 39, 5, 3
1	185, 191, 187, 179
2	152, 165, 162
3	10, 22, 28
4	200, 205, 202, 204
5	112, 113, 110, 98
6	70, 72, 79
7	196, 199, 206
8	170, 184, 192
9	243, 250, 264, 267
10	254, 265, 252
11	173, 194, 177
12	73, 80, 66
13	259, 260, 242, 251
14	212, 217, 215
15	11, 29, 36
16	99, 102
17	95, 100
18	214, 224, 233
19	116, 133, 128
20	18, 35, 2
21	76, 83, 87, 64
22	176, 188, 172, 175
23	67, 82, 77
24	12, 30, 26
25	155, 167
26	7, 34, 31, 14
27	50, 53, 58, 47
28	109, 114, 90
29	216, 228, 213, 231
30	78, 86, 65
31	211, 222, 218
32	156, 157, 168
33	253, 261, 257, 241
34	71, 75, 74, 84
35	16, 21, 8, 32
36	223, 230, 238, 236
37	41, 48, 44
38	219, 220, 227
39	4, 38, 17, 15, 37
40	137, 145, 139
41	25, 33, 23
42	180, 186, 183
43	119, 130, 136
44	93, 111
45	208, 209, 197
46	164, 169, 153
47	131, 135, 126, 147
48	49, 51, 63, 54
49	103, 104, 96
50	91, 105, 94
51	118, 148, 149
52	203, 207
53	115, 146, 121
54	68, 81, 88
55	20, 27, 24
56	122, 123, 127
57	52, 60, 46, 55
58	151, 166, 159
59	232, 239, 229
60	158, 163, 161
61	6, 9, 19, 13
62	59, 61, 43
63	69, 85
64	42, 45, 40, 56
65	246, 258, 256, 247
66	89, 97, 108, 101
67	193, 195, 181
68	255, 262, 240
69	178, 190, 171
70	174, 182, 189
71	124, 138
72	129, 144
73	248, 249, 245, 266
74	226, 235, 225, 221
75	117, 134
76	132, 142, 125
77	106, 107, 92
78	201, 210, 198
79	154, 160, 150
80	140, 143
81	57, 62
82	244, 263
83	120, 141
84	234, 237
