0	214, 224
1	152, 162, 165
2	8, 32, 16
3	76, 83
4	176, 188, 172
5	12, 30
6	41, 48
7	230, 236, 223, 238
8	153, 169
9	103, 104, 96
10	11, 36
11	215, 217
12	204, 205, 200
13	232, 239
14	131, 135
15	50, 53
16	23, 33, 25
17	71, 75
18	2, 18
19	240, 262, 255
20	187, 191, 179
21	132, 142
22	97, 108
23	14, 34
24	66, 80
25	119, 136
26	256, 258
27	4, 37
28	174, 182
29	219, 227
30	15, 38
31	196, 206
32	226, 235
33	253, 257
34	171, 190
35	92, 107
36	45, 56
37	139, 145
38	213, 216
39	245, 249
40	54, 63
41	177, 194
42	52, 55
43	151, 159
44	13, 19
45	228, 231
46	234, 237
47	1
48	3
49	5
50	6
51	7
52	9
53	10
54	17
55	20
56	21
57	22
58	24
59	26
60	27
61	28
62	29
63	31
64	35
65	39
66	40
67	42
68	43
69	44
70	46
71	47
72	49
73	51
74	57
75	58
76	59
77	60
78	61
79	62
80	64
81	65
82	67
83	68
84	69
85	70
86	72
87	73
88	74
89	77
90	78
91	79
92	81
93	82
94	84
95	85
96	86
97	87
98	88
99	89
100	90
101	91
102	93
103	94
104	95
105	98
106	99
107	100
108	101
109	102
110	105
111	106
112	109
113	110
114	111
115	112
116	113
117	114
118	115
119	116
120	117
121	118
122	120
123	121
124	122
125	123
126	124
127	125
128	126
129	127
130	128
131	129
132	130
133	133
134	134
135	137
136	138
137	140
138	141
139	143
140	144
141	146
142	147
143	148
144	149
145	150
146	154
147	155
148	156
149	157
150	158
151	160
152	161
153	163
154	164
155	166
156	167
157	168
158	170
159	173
160	175
161	178
162	180
163	181
164	183
165	184
166	185
167	186
168	189
169	192
170	193
171	195
172	197
173	198
174	199
175	201
176	202
177	203
178	207
179	208
180	209
181	210
182	211
183	212
184	218
185	220
186	221
187	222
188	225
189	229
190	233
191	241
192	242
193	243
194	244
195	246
196	247
197	248
198	250
199	251
200	252
201	254
202	259
203	260
204	261
205	263
206	264
207	265
208	266
209	267
