0	96, 103
1	176, 188
2	76, 83
3	152, 162
4	8, 32
5	71, 75
6	223, 230, 238
7	215, 217
8	179, 191
9	253, 257
10	196, 206
11	14, 34
12	66, 80
13	92, 107
14	177, 194
15	151, 159
16	1
17	2
18	3
19	4
20	5
21	6
22	7
23	9
24	10
25	11
26	12
27	13
28	15
29	16
30	17
31	18
32	19
33	20
34	21
35	22
36	23
37	24
38	25
39	26
40	27
41	28
42	29
43	30
44	31
45	33
46	35
47	36
48	37
49	38
50	39
51	40
52	41
53	42
54	43
55	44
56	45
57	46
58	47
59	48
60	49
61	50
62	51
63	52
64	53
65	54
66	55
67	56
68	57
69	58
70	59
71	60
72	61
73	62
74	63
75	64
76	65
77	67
78	68
79	69
80	70
81	72
82	73
83	74
84	77
85	78
86	79
87	81
88	82
89	84
90	85
91	86
92	87
93	88
94	89
95	90
96	91
97	93
98	94
99	95
100	97
101	98
102	99
103	100
104	101
105	102
106	104
107	105
108	106
109	108
110	109
111	110
112	111
113	112
114	113
115	114
116	115
117	116
118	117
119	118
120	119
121	120
122	121
123	122
124	123
125	124
126	125
127	126
128	127
129	128
130	129
131	130
132	131
133	132
134	133
135	134
136	135
137	136
138	137
139	138
140	139
141	140
142	141
143	142
144	143
145	144
146	145
147	146
148	147
149	148
150	149
151	150
152	153
153	154
154	155
155	156
156	157
157	158
158	160
159	161
160	163
161	164
162	165
163	166
164	167
165	168
166	169
167	170
168	171
169	172
170	173
171	174
172	175
173	178
174	180
175	181
176	182
177	183
178	184
179	185
180	186
181	187
182	189
183	190
184	192
185	193
186	195
187	197
188	198
189	199
190	200
191	201
192	202
193	203
194	204
195	205
196	207
197	208
198	209
199	210
200	211
201	212
202	213
203	214
204	216
205	218
206	219
207	220
208	221
209	222
210	224
211	225
212	226
213	227
214	228
215	229
216	231
217	232
218	233
219	234
220	235
221	236
222	237
223	239
224	240
225	241
226	242
227	243
228	244
229	245
230	246
231	247
232	248
233	249
234	250
235	251
236	252
237	254
238	255
239	256
240	258
241	259
242	260
243	261
244	262
245	263
246	264
247	265
248	266
249	267
