0	176, 188
1	215, 217
2	71, 75
3	223, 230, 238
4	76, 83
5	96, 103
6	131, 135
7	8, 32
8	152, 162
9	15, 38
10	196, 206
11	14, 34
12	253, 257
13	66, 80
14	179, 191
15	177, 194
16	92, 107
17	228, 231
18	151, 159
19	1
20	2
21	3
22	4
23	5
24	6
25	7
26	9
27	10
28	11
29	12
30	13
31	16
32	17
33	18
34	19
35	20
36	21
37	22
38	23
39	24
40	25
41	26
42	27
43	28
44	29
45	30
46	31
47	33
48	35
49	36
50	37
51	39
52	40
53	41
54	42
55	43
56	44
57	45
58	46
59	47
60	48
61	49
62	50
63	51
64	52
65	53
66	54
67	55
68	56
69	57
70	58
71	59
72	60
73	61
74	62
75	63
76	64
77	65
78	67
79	68
80	69
81	70
82	72
83	73
84	74
85	77
86	78
87	79
88	81
89	82
90	84
91	85
92	86
93	87
94	88
95	89
96	90
97	91
98	93
99	94
100	95
101	97
102	98
103	99
104	100
105	101
106	102
107	104
108	105
109	106
110	108
111	109
112	110
113	111
114	112
115	113
116	114
117	115
118	116
119	117
120	118
121	119
122	120
123	121
124	122
125	123
126	124
127	125
128	126
129	127
130	128
131	129
132	130
133	132
134	133
135	134
136	136
137	137
138	138
139	139
140	140
141	141
142	142
143	143
144	144
145	145
146	146
147	147
148	148
149	149
150	150
151	153
152	154
153	155
154	156
155	157
156	158
157	160
158	161
159	163
160	164
161	165
162	166
163	167
164	168
165	169
166	170
167	171
168	172
169	173
170	174
171	175
172	178
173	180
174	181
175	182
176	183
177	184
178	185
179	186
180	187
181	189
182	190
183	192
184	193
185	195
186	197
187	198
188	199
189	200
190	201
191	202
192	203
193	204
194	205
195	207
196	208
197	209
198	210
199	211
200	212
201	213
202	214
203	216
204	218
205	219
206	220
207	221
208	222
209	224
210	225
211	226
212	227
213	229
214	232
215	233
216	234
217	235
218	236
219	237
220	239
221	240
222	241
223	242
224	243
225	244
226	245
227	246
228	247
229	248
230	249
231	250
232	251
233	252
234	254
235	255
236	256
237	258
238	259
239	260
240	261
241	262
242	263
243	264
244	265
245	266
246	267
