0	76, 83
1	215, 217
2	71, 75
3	8, 32
4	96, 103
5	176, 188
6	152, 162
7	223, 230, 238
8	66, 80
9	179, 191
10	253, 257
11	14, 34
12	196, 206
13	92, 107
14	177, 194
15	151, 159
16	228, 231
17	1
18	2
19	3
20	4
21	5
22	6
23	7
24	9
25	10
26	11
27	12
28	13
29	15
30	16
31	17
32	18
33	19
34	20
35	21
36	22
37	23
38	24
39	25
40	26
41	27
42	28
43	29
44	30
45	31
46	33
47	35
48	36
49	37
50	38
51	39
52	40
53	41
54	42
55	43
56	44
57	45
58	46
59	47
60	48
61	49
62	50
63	51
64	52
65	53
66	54
67	55
68	56
69	57
70	58
71	59
72	60
73	61
74	62
75	63
76	64
77	65
78	67
79	68
80	69
81	70
82	72
83	73
84	74
85	77
86	78
87	79
88	81
89	82
90	84
91	85
92	86
93	87
94	88
95	89
96	90
97	91
98	93
99	94
100	95
101	97
102	98
103	99
104	100
105	101
106	102
107	104
108	105
109	106
110	108
111	109
112	110
113	111
114	112
115	113
116	114
117	115
118	116
119	117
120	118
121	119
122	120
123	121
124	122
125	123
126	124
127	125
128	126
129	127
130	128
131	129
132	130
133	131
134	132
135	133
136	134
137	135
138	136
139	137
140	138
141	139
142	140
143	141
144	142
145	143
146	144
147	145
148	146
149	147
150	148
151	149
152	150
153	153
154	154
155	155
156	156
157	157
158	158
159	160
160	161
161	163
162	164
163	165
164	166
165	167
166	168
167	169
168	170
169	171
170	172
171	173
172	174
173	175
174	178
175	180
176	181
177	182
178	183
179	184
180	185
181	186
182	187
183	189
184	190
185	192
186	193
187	195
188	197
189	198
190	199
191	200
192	201
193	202
194	203
195	204
196	205
197	207
198	208
199	209
200	210
201	211
202	212
203	213
204	214
205	216
206	218
207	219
208	220
209	221
210	222
211	224
212	225
213	226
214	227
215	229
216	232
217	233
218	234
219	235
220	236
221	237
222	239
223	240
224	241
225	242
226	243
227	244
228	245
229	246
230	247
231	248
232	249
233	250
234	251
235	252
236	254
237	255
238	256
239	258
240	259
241	260
242	261
243	262
244	263
245	264
246	265
247	266
248	267
