1, 9, 0.1
1, 24, 0.0
1, 35, 0.1
1, 81, 0.0
1, 85, 0.0
1, 96, 0.0
1, 104, 0.0
1, 107, 0.0
1, 119, 0.0
1, 160, 0.0
1, 163, 0.0
1, 182, 0.0
1, 202, 0.0
1, 229, 0.0
1, 255, 0.0
2, 21, 0.1
2, 32, 0.0
2, 60, 0.0
2, 61, 0.0
2, 80, 0.0
2, 88, 0.0
2, 91, 0.0
2, 97, 0.0
2, 113, 0.0
2, 114, 0.0
2, 128, 0.0
2, 139, 0.0
2, 140, 0.0
2, 227, 0.0
2, 230, 0.0
2, 235, 0.0
2, 246, 0.0
3, 32, 0.0
3, 60, 0.0
3, 70, 0.0
3, 71, 0.0
3, 72, 0.0
3, 82, 0.0
3, 95, 0.0
3, 113, 0.0
3, 123, 0.0
3, 135, 0.0
3, 147, 0.0
3, 149, 0.0
3, 179, 0.0
3, 188, 0.0
3, 208, 0.0
3, 217, 0.0
3, 228, 0.0
3, 253, 0.0
3, 254, 0.0
4, 5, 0.0
4, 48, 0.0
4, 87, 0.0
4, 135, 0.0
4, 212, 0.0
4, 225, 0.0
4, 228, 0.0
4, 237, 0.0
4, 239, 0.0
4, 243, 0.0
4, 266, 0.0
5, 24, 0.0
5, 30, 0.0
5, 73, 0.0
5, 77, 0.0
5, 78, 0.0
5, 124, 0.0
5, 205, 0.0
5, 208, 0.0
5, 223, 0.0
5, 233, 0.0
5, 257, 0.0
6, 35, 0.0
6, 36, 0.1
6, 45, 0.0
6, 57, 0.0
6, 67, 0.0
6, 75, 0.0
6, 87, 0.0
6, 91, 0.0
6, 124, 0.0
6, 149, 0.0
6, 162, 0.0
6, 164, 0.0
6, 205, 0.0
6, 211, 0.0
6, 231, 0.0
6, 234, 0.0
6, 247, 0.0
6, 254, 0.0
6, 267, 0.0
7, 9, 0.1
7, 24, 0.0
7, 36, 0.0
7, 43, 0.0
7, 59, 0.0
7, 62, 0.0
7, 66, 0.0
7, 99, 0.0
7, 104, 0.0
7, 113, 0.0
7, 174, 0.0
7, 180, 0.0
7, 190, 0.0
7, 236, 0.0
7, 241, 0.0
7, 248, 0.0
7, 251, 0.0
7, 253, 0.0
8, 32, 0.95
8, 69, 0.0
8, 71, 0.0
8, 85, 0.0
8, 101, 0.0
8, 165, 0.0
8, 194, 0.0
8, 200, 0.0
8, 235, 0.0
8, 254, 0.0
8, 262, 0.0
9, 11, 0.0
9, 20, 0.0
9, 38, 0.0
9, 43, 0.0
9, 85, 0.0
9, 157, 0.0
9, 174, 0.0
9, 181, 0.0
9, 184, 0.0
9, 213, 0.0
9, 218, 0.0
9, 222, 0.0
10, 57, 0.0
10, 69, 0.0
10, 82, 0.0
10, 131, 0.0
10, 142, 0.0
10, 143, 0.0
10, 158, 0.0
10, 198, 0.0
10, 208, 0.0
10, 216, 0.0
10, 227, 0.0
10, 244, 0.0
10, 267, 0.0
11, 40, 0.0
11, 89, 0.0
11, 90, 0.0
11, 110, 0.0
11, 134, 0.0
11, 135, 0.0
11, 144, 0.0
11, 145, 0.0
11, 146, 0.0
11, 157, 0.0
11, 167, 0.0
11, 170, 0.0
11, 174, 0.0
11, 181, 0.0
11, 229, 0.0
11, 236, 0.0
11, 245, 0.0
12, 104, 0.0
12, 121, 0.0
