0	2, 18
1	76, 83
2	71, 75
3	11, 36
4	103, 104, 96
5	131, 135
6	230, 236, 223, 238
7	23, 33
8	176, 188, 172
9	232, 239
10	12, 30
11	152, 162
12	50, 53
13	215, 217
14	41, 48
15	8, 32, 16
16	219, 227
17	253, 257
18	4, 37
19	171, 190
20	196, 206
21	187, 191, 179
22	119, 136
23	256, 258
24	14, 34
25	174, 182
26	15, 38
27	240, 262, 255
28	132, 142
29	66, 80
30	97, 108
31	45, 56
32	177, 194
33	213, 216
34	92, 107
35	245, 249
36	54, 63
37	52, 55
38	228, 231
39	151, 159
40	1
41	3
42	5
43	6
44	7
45	9
46	10
47	13
48	17
49	19
50	20
51	21
52	22
53	24
54	25
55	26
56	27
57	28
58	29
59	31
60	35
61	39
62	40
63	42
64	43
65	44
66	46
67	47
68	49
69	51
70	57
71	58
72	59
73	60
74	61
75	62
76	64
77	65
78	67
79	68
80	69
81	70
82	72
83	73
84	74
85	77
86	78
87	79
88	81
89	82
90	84
91	85
92	86
93	87
94	88
95	89
96	90
97	91
98	93
99	94
100	95
101	98
102	99
103	100
104	101
105	102
106	105
107	106
108	109
109	110
110	111
111	112
112	113
113	114
114	115
115	116
116	117
117	118
118	120
119	121
120	122
121	123
122	124
123	125
124	126
125	127
126	128
127	129
128	130
129	133
130	134
131	137
132	138
133	139
134	140
135	141
136	143
137	144
138	145
139	146
140	147
141	148
142	149
143	150
144	153
145	154
146	155
147	156
148	157
149	158
150	160
151	161
152	163
153	164
154	165
155	166
156	167
157	168
158	169
159	170
160	173
161	175
162	178
163	180
164	181
165	183
166	184
167	185
168	186
169	189
170	192
171	193
172	195
173	197
174	198
175	199
176	200
177	201
178	202
179	203
180	204
181	205
182	207
183	208
184	209
185	210
186	211
187	212
188	214
189	218
190	220
191	221
192	222
193	224
194	225
195	226
196	229
197	233
198	234
199	235
200	237
201	241
202	242
203	243
204	244
205	246
206	247
207	248
208	250
209	251
210	252
211	254
212	259
213	260
214	261
215	263
216	264
217	265
218	266
219	267
