112, 115
89, 109
64, 174
57, 115
121, 225
20, 69
1, 259
128, 149
33, 154
1, 13
134, 183
180, 251
54, 120
50, 246
176, 199
88, 189
60, 217
122, 128
24, 260
99, 124
22, 120
51, 164
137, 200
94, 185
106, 219
24, 218
39, 246
137, 140
134, 251
67, 102
82, 233
73, 113
126, 210
97, 161
178, 222
88, 230
42, 233
109, 117
196, 246
116, 170
168, 180
12, 161
173, 246
110, 117
77, 160
155, 201
161, 183
68, 93
5, 87
89, 141
19, 106
157, 174
46, 162
160, 221
83, 242
143, 149
186, 263
61, 246
115, 265
73, 209
211, 250
67, 257
77, 235
44, 221
150, 180
26, 35
9, 251
30, 156
183, 221
95, 115
65, 222
62, 254
108, 121
17, 110
71, 259
103, 105
14, 106
61, 229
10, 199
47, 154
166, 267
40, 252
10, 62
47, 144
14, 22
163, 202
7, 14
74, 221
105, 212
69, 207
5, 7
51, 148
101, 125
10, 59
55, 199
10, 165
115, 137
59, 171
18, 30
18, 168
