104, 170
102, 250
140, 154
185, 198
88, 167
201, 252
67, 217
98, 183
17, 35
29, 233
123, 139
13, 223
216, 245
82, 206
37, 144
105, 121
126, 143
99, 258
13, 228
57, 243
24, 68
60, 164
121, 257
47, 129
44, 63
163, 227
45, 76
28, 117
201, 209
91, 95
206, 260
5, 31
106, 140
106, 127
130, 261
10, 212
86, 218
126, 137
167, 197
47, 180
58, 208
97, 246
3, 20
197, 248
80, 241
154, 254
42, 199
67, 225
137, 222
21, 170
5, 201
171, 233
114, 142
115, 267
39, 62
100, 170
124, 253
184, 201
55, 210
20, 211
149, 214
39, 178
220, 237
39, 190
147, 248
77, 117
78, 209
54, 87
102, 193
78, 109
29, 101
118, 144
64, 262
9, 101
180, 240
83, 254
27, 197
69, 251
86, 138
170, 241
83, 186
74, 136
9, 131
67, 262
166, 225
17, 132
59, 259
6, 109
123, 135
76, 109
12, 135
21, 149
46, 113
166, 220
105, 168
119, 261
35, 69
143, 228
128, 222
144, 252
